NextInspectionDate,AircraftId,ModelName,FuelCapacity,SquadronId,StockId,FuelTypeId
2025-06-20,512,JetLiner 3000,5229,152,206,7
2025-08-21,513,SkyLiner 8000,3422,289,5,6
2025-06-19,514,AirWing 5000,5909,276,119,20
2025-07-09,515,AeroSwift 1200,4094,291,171,12
2025-06-30,516,AeroLiner 21500,5210,199,385,6
2025-07-22,517,StarJet 21200,6728,264,165,6
2025-09-05,518,CloudDancer 1500,5020,217,193,14
2025-06-28,519,FalconWing 8300,6255,272,94,15
2025-10-04,520,AeroRider 14600,3575,155,191,12
2025-10-02,521,SkySwift 13400,4239,282,229,10
2025-07-03,522,CloudMaster 10700,7285,25,370,11
2025-09-04,523,AirBlade 11600,5350,319,39,20
2025-07-10,524,StarForce 8600,7953,374,17,18
2025-07-21,525,CloudJet 14900,4276,236,219,20
2025-08-15,526,FlightPro 600,4297,203,311,12
2025-06-16,527,SkyBlade 15200,4522,146,196,17
2025-10-01,528,SkyBlade 15200,3090,367,36,17
2025-06-20,529,AeroSwift 1200,7188,290,38,19
2025-06-01,530,FlightMaster 5300,5450,285,385,6
2025-10-17,531,SkySwift 21800,4344,281,81,2
2025-09-20,532,ThunderBlade 17900,6737,341,112,13
2025-10-09,533,FleetSwift 11900,3877,314,148,9
2025-06-28,534,StarJet 21200,7753,274,364,5
2025-06-20,535,FlightBlade 9800,3986,310,315,16
2025-10-12,536,ThunderBlade 13700,4181,293,17,18
2025-10-06,537,SkySwift 16400,7955,390,119,20
2025-06-19,538,AirSwift 7400,4563,6,256,17
2025-09-15,539,JetForce 23900,5196,128,303,4
2025-10-10,540,AeroBlade 300,7065,224,27,8
2025-06-22,541,JetRider 11300,7154,302,309,10
2025-07-13,542,WingJet 10100,4226,65,83,4
2025-08-17,543,StarCruiser 3900,7171,359,283,4
2025-09-11,544,Falcon 9000,5883,173,124,5
2025-10-28,545,AeroStream 8900,3436,285,334,15
2025-08-11,546,AirBlade 20000,3670,193,249,10
2025-06-12,547,AeroStream 8900,6175,286,170,11
2025-06-02,548,StarJet 21200,4862,252,115,16
2025-10-21,549,FalconMaster 20900,7048,158,165,6
2025-09-24,550,FleetJet 16100,6054,240,101,2
2025-08-02,551,SkyMaster 17600,7864,347,287,8
2025-09-04,552,FleetSwift 20300,3322,179,180,1
2025-06-17,553,SkyPro 9200,6642,163,100,1
2025-10-26,554,AeroSwift 18800,4627,126,251,12
2025-06-02,555,SkyWave 20600,6559,304,265,6
2025-08-10,556,FalconMaster 20900,3797,228,176,17
2025-06-05,557,AirSwift 7400,6580,175,24,5
2025-08-11,558,SkyBlaster 11000,5319,261,248,9
2025-07-25,559,AirSwift 7400,3092,355,330,11
2025-09-15,560,FalconMaster 20900,6044,398,204,5
2025-06-24,561,FlightWing 14000,3642,351,350,11
2025-10-22,562,AeroJet 5900,4270,373,134,15
2025-09-14,563,AeroMax 4200,7258,9,77,18
2025-06-10,564,Thunderbird X,7769,217,189,10
2025-06-02,565,StarCruiser 3900,6146,376,281,2
2025-08-13,566,Starjet 500,4646,216,102,3
2025-09-02,567,JetLiner 3000,7394,241,233,14
2025-09-06,568,AeroRider 23000,6195,230,143,4
2025-07-18,569,AirBlade 11600,6848,118,276,17
2025-06-04,570,ThunderBlade 22100,6103,90,232,13
2025-08-16,571,SkyBlaster 11000,6468,54,361,2
2025-09-08,572,Thunderbolt 2200,7958,266,132,13
2025-06-12,573,Thunderbolt 2200,4518,349,393,14
2025-06-05,574,AeroLiner 13100,7342,118,45,6
2025-10-08,575,SkySwift 16400,6538,202,32,13
2025-07-20,576,FleetJet 24500,4574,79,286,7
2025-10-10,577,FleetJet 16100,6655,42,166,7
2025-10-16,578,WingBlade 5600,5238,163,278,19
2025-08-02,579,WingForce 14300,4861,375,246,7
2025-08-08,580,AirSwift 7400,7800,372,376,17
2025-08-13,581,FalconWing 8300,5592,109,367,8
2025-08-11,582,SkyMaster 700,5203,242,360,1
2025-09-19,583,AeroRider 14600,7018,235,384,5
2025-10-05,584,ThunderBlade 13700,5396,198,153,14
2025-10-06,585,SkyBlade 15200,7191,9,75,16
2025-08-22,586,CloudDancer 1500,4589,284,251,12
2025-10-31,587,SkyWave 20600,7424,377,92,13
2025-10-09,588,Skyhawk 2000,6006,186,254,15
2025-10-21,589,FlightPro 600,6304,299,295,16
2025-10-31,590,JetStream 100,3977,217,264,5
2025-06-06,591,WingJet 10100,3939,314,174,15
2025-07-21,592,SkyBlaster 19400,3947,241,331,12
2025-09-09,593,AirRider 24200,6064,244,305,6
2025-06-26,594,SkySwift 13400,7143,259,72,13
2025-07-30,595,AirForce One 2800,7082,323,136,17
2025-10-01,596,FlightWing 22400,5267,113,9,10
2025-08-09,597,FlightForce 18200,7847,328,232,13
2025-07-09,598,AirRider 15800,7736,253,55,16
2025-06-09,599,AeroBlade 300,6305,335,250,11
2025-07-16,600,SkySwift 16400,3925,23,219,20
2025-07-04,601,Starjet 500,4034,120,163,4
2025-08-07,602,Falcon 9000,4029,347,334,15
2025-10-25,603,SkyMaster 700,5766,248,365,6
2025-08-26,604,FlightForce 18200,6757,389,208,9
2025-10-29,605,AeroLiner 13100,5022,61,257,18
2025-06-28,606,FleetSwift 11900,7956,4,221,2
2025-07-23,607,ThunderWing 6800,3357,265,182,3
2025-06-20,608,SkySwift 16400,4777,157,197,18
2025-09-07,609,CloudMaster 10700,7052,12,369,10
2025-07-27,610,JetForce 23900,3269,314,350,11
2025-08-09,611,SkyLiner 8000,7049,88,333,14
2025-06-23,612,WingBlade 5600,4885,101,255,16
2025-06-03,613,JetMaster 7700,6785,157,288,9
2025-07-18,614,JetLiner 3000,5290,58,179,20
2025-06-02,615,FleetJet 24500,5961,205,257,18
2025-06-15,616,StarJet 12800,4030,252,176,17
2025-09-18,617,AeroLiner 21500,4410,385,84,5
2025-10-26,618,FleetJet 16100,4778,193,54,15
2025-09-08,619,FleetJet 16100,6274,303,185,6
2025-06-08,620,AeroStream 8900,4793,372,49,10
2025-08-21,621,SkyBlade 23600,7554,202,49,10
2025-10-31,622,AirBlade 11600,3959,110,209,10
2025-06-24,623,JetLiner 3000,6342,349,264,5
2025-10-18,624,AirBlade 11600,7182,361,222,3
2025-08-17,625,AirWing 400,5262,137,393,14
2025-07-29,626,AeroSwift 1200,3151,294,283,4
2025-08-04,627,WingBlade 5600,3435,370,90,11
2025-09-05,628,AeroLiner 21500,7584,338,355,16
2025-06-06,629,FleetMaster 2500,7170,138,115,16
2025-06-27,630,AeroBlade 300,7698,254,29,10
2025-07-08,631,AeroLiner 21500,7190,259,204,5
2025-08-27,632,CloudJet 14900,6295,228,148,9
2025-07-12,633,AirSwift 7400,5670,275,76,17
2025-10-05,634,SkyBlade 15200,7334,5,258,19
2025-06-02,635,AeroJet 17300,3600,277,75,16
2025-06-30,636,SkyMaster 17600,5188,361,345,6
2025-07-14,637,StarJet 21200,4747,346,352,13
2025-09-23,638,JetRider 11300,7834,62,225,6
2025-08-03,639,WingStar 800,7183,393,30,11
2025-07-15,640,AeroLiner 21500,7437,392,371,12
2025-10-18,641,AeroBlade 300,4808,38,151,12
2025-10-03,642,WingJet 10100,3700,156,228,9
2025-07-29,643,FleetSwift 11900,7457,56,275,16
2025-07-04,644,FlightForce 18200,7393,244,225,6
2025-08-20,645,AeroSwift 18800,7025,345,284,5
2025-09-05,646,AeroSwift 1200,4329,296,239,20
2025-10-31,647,FalconBlade 16700,6724,115,288,9
2025-08-24,648,AeroForce 10400,6446,309,353,14
2025-10-16,649,AeroJet 5900,5325,386,1,2
2025-06-05,650,AeroRider 23000,4654,344,259,20
2025-10-05,651,FlightBlade 9800,5657,355,282,3
2025-08-19,652,CloudRider 6200,7686,38,318,19
2025-07-14,653,AeroLiner 13100,4371,169,247,8
2025-06-11,654,SkyBlade 23600,7225,258,203,4
2025-08-12,655,JetRider 19700,5625,382,174,15
2025-09-03,656,JetLiner 3000,7403,286,201,2
2025-09-15,657,JetWave 4800,4655,278,76,17
2025-09-25,658,ThunderBlade 13700,3328,13,131,12
2025-09-19,659,SkyWave 12200,6631,386,27,8
2025-09-19,660,StarRider 17000,4895,132,323,4
2025-07-27,661,SkyWave 20600,3524,221,247,8
2025-09-20,662,AirBlade 11600,7618,14,400,1
2025-08-22,663,WingForce 14300,3961,387,210,11
2025-09-30,664,CloudMaster 10700,6432,106,63,4
2025-10-26,665,JetStream 100,7368,231,297,18
2025-10-11,666,ThunderBlade 13700,4511,350,57,18
2025-08-23,667,SkyBlade 15200,7233,278,196,17
2025-10-22,668,FlightWing 22400,5371,61,248,9
2025-09-16,669,WingRider 18500,7811,218,183,4
2025-08-05,670,FleetSwift 20300,4252,118,155,16
2025-09-11,671,AeroStream 8900,3543,328,86,7
2025-07-19,672,SkyHawk 3300,7489,138,119,20
2025-10-10,673,FleetJet 16100,5270,192,57,18
2025-08-13,674,JetLiner 3000,5546,51,111,12
2025-10-22,675,SkyMaster 700,5146,223,393,14
2025-08-22,676,SkySwift 16400,5403,269,369,10
2025-10-16,677,ThunderBlade 22100,4142,359,122,3
2025-09-10,678,SkyBlade 23600,5519,94,82,3
2025-06-02,679,Starjet 500,5254,30,355,16
2025-10-14,680,FlightForce 18200,3038,328,273,14
2025-08-06,681,SkySwift 13400,6158,159,55,16
2025-07-13,682,AeroRider 14600,6606,81,121,2
2025-09-11,683,CloudMaster 10700,5634,379,18,19
2025-07-20,684,SkyBlade 15200,7341,232,274,15
2025-08-25,685,SkyMaster 17600,3637,272,127,8
2025-06-05,686,AirWing 5000,6501,225,20,1
2025-07-09,687,WingBlade 5600,5683,12,30,11
2025-07-10,688,FlightWing 14000,5372,140,154,15
2025-07-20,689,AirRider 15800,5666,135,121,2
2025-10-15,690,CloudJet 23300,5104,373,329,10
2025-08-02,691,SkyMaster 17600,6051,246,34,15
2025-08-03,692,FalconMaster 12500,7652,145,13,14
2025-06-22,693,Skyhawk 2000,3184,186,265,6
2025-10-29,694,FleetSwift 11900,3865,337,249,10
2025-09-05,695,AeroStream 8900,5559,240,140,1
2025-06-07,696,FlightPro 600,7038,253,110,11
2025-08-20,697,SkySwift 13400,7022,249,394,15
2025-09-24,698,SkyLiner 8000,4019,176,264,5
2025-09-08,699,AeroBlade 300,4089,65,75,16
2025-06-12,700,FalconMaster 20900,7568,355,78,19
2025-09-08,701,AeroLiner 13100,3736,8,68,9
2025-09-07,702,Skyhawk 2000,7231,311,171,12
2025-06-30,703,WingStar 800,6691,304,388,9
2025-09-19,704,StarJet 12800,3685,114,18,19
2025-06-19,705,StarRider 17000,7547,43,305,6
2025-10-12,706,FalconWing 8300,7510,307,170,11
2025-08-05,707,ThunderWing 6800,5566,306,394,15
2025-06-26,708,SkyMaster 17600,3798,400,50,11
2025-09-02,709,AirBlade 20000,3025,96,59,20
2025-07-18,710,StarCruiser 3900,6190,270,124,5
2025-09-21,711,SkySwift 21800,5608,313,33,14
2025-10-14,712,FlightWing 14000,6320,324,132,13
2025-10-26,713,CloudMaster 19100,4057,134,36,17
2025-09-24,714,SkyBlade 23600,4645,352,6,7
2025-07-08,715,FleetMaster 2500,7216,242,384,5
2025-10-26,716,SkyForce 6500,3277,46,19,20
2025-07-27,717,AeroMax 4200,4705,41,67,8
2025-08-18,718,ThunderBlade 13700,7722,310,45,6
2025-06-04,719,AeroStream 8900,5084,48,365,6
2025-09-17,720,JetWave 4800,4765,399,184,5
2025-09-07,721,FalconEye 3600,7684,221,346,7
2025-06-01,722,SkyMaster 700,5662,217,240,1
2025-07-17,723,JetForce 15500,5464,117,297,18
2025-10-20,724,FleetSwift 11900,5547,279,279,20
2025-08-24,725,Skyhawk 2000,7698,6,41,2
2025-08-25,726,FlightWing 14000,4506,37,30,11
2025-06-18,727,CloudMaster 19100,5919,78,51,12
2025-07-15,728,FalconWing 8300,3514,345,395,16
2025-06-26,729,FleetMaster 2500,4296,100,331,12
2025-06-08,730,SkyMaster 17600,3490,71,223,4
2025-07-10,731,FlightForce 18200,7856,385,110,11
2025-08-07,732,AeroLiner 13100,3058,143,321,2
2025-08-12,733,SkyPro 9200,6085,302,354,15
2025-09-02,734,SkyLiner 8000,5429,331,188,9
2025-07-12,735,WingBlade 5600,7628,207,6,7
2025-08-07,736,Starjet 500,5415,355,150,11
2025-06-26,737,Starjet 500,4135,110,301,2
2025-06-01,738,WingStar 800,7943,110,163,4
2025-07-20,739,JetWave 4800,4768,239,43,4
2025-06-23,740,AirWing 400,5627,38,105,6
2025-07-17,741,SkyBlaster 11000,6498,120,115,16
2025-07-05,742,SkyRider 1800,5057,345,22,3
2025-07-09,743,ThunderBlade 22100,5464,229,117,18
2025-09-01,744,SkyLiner 8000,6848,125,225,6
2025-10-01,745,Thunderbolt 2200,5289,320,336,17
2025-08-13,746,FleetSwift 11900,3713,36,277,18
2025-10-15,747,FlightWing 14000,7931,176,360,1
2025-06-23,748,FleetJet 16100,3844,98,381,2
2025-08-24,749,AeroBlade 300,7994,286,322,3
2025-09-01,750,SkySwift 13400,7540,371,309,10
2025-08-21,751,JetMaster 7700,3497,79,126,7
2025-08-30,752,FleetSwift 20300,4378,183,375,16
2025-08-24,753,ThunderRider 9500,7720,330,243,4
2025-10-08,754,CloudDancer 1500,6256,121,360,1
2025-09-04,755,FalconMaster 12500,6954,46,371,12
2025-09-22,756,AeroLiner 21500,3752,75,258,19
2025-10-03,757,JetLiner 3000,3787,3,211,12
2025-08-26,758,JetMaster 7700,3815,282,328,9
2025-09-25,759,FalconWing 8300,7080,352,187,8
2025-06-20,760,AirBlade 20000,6912,220,352,13
2025-06-27,761,WingForce 14300,4793,42,92,13
2025-08-12,762,CloudJet 23300,5298,146,344,5
2025-09-23,763,CloudJet 23300,3319,241,29,10
2025-07-05,764,ThunderWing 6800,3126,347,376,17
2025-06-19,765,ThunderRider 9500,7392,299,51,12
2025-08-16,766,SkyPro 9200,5760,106,213,14
2025-10-25,767,SkyBlade 15200,6641,375,344,5
2025-10-09,768,AirBlade 20000,4009,252,245,6
2025-09-21,769,ThunderBlade 13700,4267,142,107,8
2025-06-09,770,SkyBlazer 4500,4433,25,20,1
2025-07-15,771,AirBlade 11600,7014,206,9,10
2025-10-16,772,AeroSwift 18800,4581,34,272,13
2025-09-24,773,Thunderbird X,6800,135,296,17
2025-09-23,774,FlightBlade 9800,6461,145,99,20
2025-09-25,775,CloudJet 14900,7145,311,35,16
2025-09-07,776,JetMaster 7700,7577,354,101,2
2025-06-28,777,CloudJet 14900,3597,361,268,9
2025-07-08,778,CloudDancer 1500,3608,298,303,4
2025-10-16,779,SkyMaster 700,5236,370,388,9
2025-07-23,780,StarRider 17000,7206,3,46,7
2025-07-12,781,AeroSwift 18800,5479,24,38,19
2025-09-02,782,AeroBlade 300,6776,372,140,1
2025-10-22,783,ThunderBlade 17900,6745,363,357,18
2025-06-29,784,SkyLiner 8000,4001,25,191,12
2025-07-29,785,ThunderBlade 13700,3439,139,333,14
2025-06-27,786,ThunderRider 9500,3116,279,16,17
2025-06-15,787,StarForce 8600,6241,145,325,6
2025-10-14,788,ThunderBlade 17900,4870,56,370,11
2025-06-19,789,SkyBlade 15200,6406,122,36,17
2025-09-24,790,AirBlade 20000,4017,126,138,19
2025-07-31,791,StarForce 8600,4171,262,307,8
2025-06-06,792,AeroStream 8900,4558,284,352,13
2025-08-23,793,SkyMaster 700,6113,32,138,19
2025-09-13,794,AirRider 15800,4212,382,173,14
2025-10-05,795,SkyBlaster 11000,6876,88,399,20
2025-08-14,796,AeroLiner 21500,6983,146,48,9
2025-10-17,797,WingForce 14300,5647,257,384,5
2025-07-12,798,AeroMax 4200,3483,133,85,6
2025-08-05,799,CloudJet 14900,4960,121,32,13
2025-08-19,800,Skyhawk 2000,6450,333,182,3
